Site_Name,Commodity,TimeIdx,Demand
AL,CFGsout,13,164.39
AL,CFGsout,14,170.36
AL,CFGsout,15,173.94
AL,CFGsout,16,175.17
AL,CFGsout,17,175.65
AL,CFGsout,18,177.28
AL,CFGsout,19,178.49
AL,CFGsout,20,172.00
AL,CFGsout,21,175.33
AL,CFGsout,22,172.80
AL,CFGsout,23,172.67
AL,COKout,-1,0.00
AL,COKout,0,0.00
AL,COKout,1,0.00
AL,COKout,2,0.00
AL,COKout,3,0.00
AL,COKout,4,0.00
AL,COKout,5,0.00
AL,COKout,6,0.00
AL,COKout,7,0.00
AL,COKout,8,0.00
AL,COKout,9,0.00
AL,COKout,10,0.00
AL,COKout,11,0.00
AL,COKout,12,0.00
AL,COKout,13,0.00
AL,COKout,14,0.00
AL,COKout,15,0.00
AL,COKout,16,0.00
AL,COKout,17,0.00
AL,COKout,18,0.00
AL,COKout,19,0.00
AL,COKout,20,0.00
AL,COKout,21,0.00
AL,COKout,22,0.00
AL,COKout,23,0.00
AL,DSUout,-1,66.92
AL,DSUout,0,66.51
AL,DSUout,1,69.48
AL,DSUout,2,66.85
AL,DSUout,3,68.65
AL,DSUout,4,71.75
AL,DSUout,5,73.12
AL,DSUout,6,71.60
AL,DSUout,7,72.90
AL,DSUout,8,72.80
AL,DSUout,9,75.13
AL,DSUout,10,68.08
AL,DSUout,11,68.40
AL,DSUout,12,66.22
AL,DSUout,13,67.44
AL,DSUout,14,70.43
AL,DSUout,15,72.85
AL,DSUout,16,74.06
AL,DSUout,17,74.57
AL,DSUout,18,72.74
AL,DSUout,19,74.28
AL,DSUout,20,73.45
AL,DSUout,21,76.95
AL,DSUout,22,70.28
AL,DSUout,23,68.68
AL,JTAout,-1,6.45
AL,JTAout,0,5.67
AL,JTAout,1,5.98
AL,JTAout,2,6.38
AL,JTAout,3,6.43
AL,JTAout,4,6.55
AL,JTAout,5,6.70
AL,JTAout,6,6.57
AL,JTAout,7,6.37
AL,JTAout,8,6.10
AL,JTAout,9,6.02
AL,JTAout,10,5.84
AL,JTAout,11,6.03
AL,JTAout,12,5.74
AL,JTAout,13,5.85
AL,JTAout,14,6.12
AL,JTAout,15,6.37
AL,JTAout,16,6.51
AL,JTAout,17,6.77
AL,JTAout,18,6.64
AL,JTAout,19,6.44
AL,JTAout,20,6.16
AL,JTAout,21,6.08
AL,JTAout,22,5.90
AL,JTAout,23,6.10
AL,LPGout,-1,6.69
AL,LPGout,0,7.30
AL,LPGout,1,6.99
AL,LPGout,2,5.63
AL,LPGout,3,4.75
AL,LPGout,4,4.53
AL,LPGout,5,4.94
AL,LPGout,6,4.94
AL,LPGout,7,5.16
AL,LPGout,8,5.27
AL,LPGout,9,6.03
AL,LPGout,10,6.24
AL,LPGout,11,7.19
AL,LPGout,12,7.43
AL,LPGout,13,6.85
AL,LPGout,14,5.81
AL,LPGout,15,5.09
AL,LPGout,16,4.87
AL,LPGout,17,5.04
AL,LPGout,18,4.84
AL,LPGout,19,5.20
AL,LPGout,20,5.26
AL,LPGout,21,6.04
AL,LPGout,22,6.13
AL,LPGout,23,7.09
AL,N2Hout,-1,0.30
AL,N2Hout,0,0.36
AL,N2Hout,1,0.42
AL,N2Hout,2,0.25
AL,N2Hout,3,0.14
AL,N2Hout,4,0.07
AL,N2Hout,5,0.05
AL,N2Hout,6,0.05
AL,N2Hout,7,0.05
AL,N2Hout,8,0.08
AL,N2Hout,9,0.12
AL,N2Hout,10,0.19
AL,N2Hout,11,0.28
AL,N2Hout,12,0.37
AL,N2Hout,13,0.33
AL,N2Hout,14,0.22
AL,N2Hout,15,0.12
AL,N2Hout,16,0.06
AL,N2Hout,17,0.04
AL,N2Hout,18,0.04
AL,N2Hout,19,0.05
AL,N2Hout,20,0.08
AL,N2Hout,21,0.12
AL,N2Hout,22,0.18
AL,N2Hout,23,0.27
AL,N6Iout,-1,2.89
AL,N6Iout,0,2.65
AL,N6Iout,1,1.91
AL,N6Iout,2,2.54
AL,N6Iout,3,2.66
AL,N6Iout,4,1.63
AL,N6Iout,5,2.12
AL,N6Iout,6,1.86
AL,N6Iout,7,1.96
AL,N6Iout,8,2.00
AL,N6Iout,9,2.07
AL,N6Iout,10,2.11
AL,N6Iout,11,2.05
AL,N6Iout,12,2.32
AL,N6Iout,13,1.89
AL,N6Iout,14,2.04
AL,N6Iout,15,2.00
AL,N6Iout,16,1.69
AL,N6Iout,17,2.00
AL,N6Iout,18,1.77
AL,N6Iout,19,1.87
AL,N6Iout,20,1.86
AL,N6Iout,21,1.94
AL,N6Iout,22,1.97
AL,N6Iout,23,1.90
AR,ASPHout,-1,1.28
AR,ASPHout,0,1.06
AR,ASPHout,1,1.14
AR,ASPHout,2,1.25
AR,ASPHout,3,1.58
AR,ASPHout,4,1.92
AR,ASPHout,5,2.28
AR,ASPHout,6,2.46
AR,ASPHout,7,2.53
AR,ASPHout,8,2.39
AR,ASPHout,9,2.13
AR,ASPHout,10,1.58
AR,ASPHout,11,1.13
AR,ASPHout,12,1.11
AR,ASPHout,13,1.16
AR,ASPHout,14,1.32
AR,ASPHout,15,1.61
AR,ASPHout,16,1.98
AR,ASPHout,17,2.31
AR,ASPHout,18,2.49
AR,ASPHout,19,2.55
AR,ASPHout,20,2.40
AR,ASPHout,21,2.12
AR,ASPHout,22,1.58
AR,ASPHout,23,1.13
AR,CFGsout,-1,95.37
AR,CFGsout,0,92.14
AR,CFGsout,1,91.43
AR,CFGsout,2,95.70
AR,CFGsout,3,94.89
AR,CFGsout,4,98.09
AR,CFGsout,5,96.51
AR,CFGsout,6,97.67
AR,CFGsout,7,98.48
AR,CFGsout,8,94.80
AR,CFGsout,9,97.22
AR,CFGsout,10,94.89
AR,CFGsout,11,95.30
AR,CFGsout,12,91.52
AR,CFGsout,13,90.72
AR,CFGsout,14,94.02
AR,CFGsout,15,95.99
AR,CFGsout,16,96.67
AR,CFGsout,17,96.94
AR,CFGsout,18,97.83
AR,CFGsout,19,98.51
AR,CFGsout,20,94.92
AR,CFGsout,21,96.76
AR,CFGsout,22,95.36
AR,CFGsout,23,95.29
AR,COKout,-1,0.54
AR,COKout,0,0.77
AR,COKout,1,0.48
AR,COKout,2,0.76
AR,COKout,3,0.64
AR,COKout,4,0.72
AR,COKout,5,0.75
AR,COKout,6,0.71
AR,COKout,7,0.79
AR,COKout,8,0.74
AR,COKout,9,0.65
AR,COKout,10,0.73
AR,COKout,11,0.70
AR,COKout,12,0.67
AR,COKout,13,0.60
AR,COKout,14,0.60
AR,COKout,15,0.62
AR,COKout,16,0.68
AR,COKout,17,0.73
AR,COKout,18,0.70
AR,COKout,19,0.79
AR,COKout,20,0.74
AR,COKout,21,0.64
AR,COKout,22,0.73
AR,COKout,23,0.69
AR,DSUout,-1,57.78
AR,DSUout,0,57.44
AR,DSUout,1,60.00
AR,DSUout,2,57.73
AR,DSUout,3,59.28
AR,DSUout,4,61.96
AR,DSUout,5,63.15
AR,DSUout,6,61.83
AR,DSUout,7,62.95
AR,DSUout,8,62.86
AR,DSUout,9,64.87
AR,DSUout,10,58.79
AR,DSUout,11,59.06
AR,DSUout,12,57.18
AR,DSUout,13,58.23
AR,DSUout,14,60.82
AR,DSUout,15,62.91
AR,DSUout,16,63.95
AR,DSUout,17,64.40
AR,DSUout,18,62.82
AR,DSUout,19,64.15
AR,DSUout,20,63.43
AR,DSUout,21,66.45
AR,DSUout,22,60.69
AR,DSUout,23,59.30
AR,JTAout,-1,2.93
AR,JTAout,0,2.58
AR,JTAout,1,2.72
AR,JTAout,2,2.90
AR,JTAout,3,2.92
AR,JTAout,4,2.97
AR,JTAout,5,3.04
AR,JTAout,6,2.99
AR,JTAout,7,2.89
AR,JTAout,8,2.77
AR,JTAout,9,2.74
AR,JTAout,10,2.65
AR,JTAout,11,2.74
AR,JTAout,12,2.61
AR,JTAout,13,2.66
AR,JTAout,14,2.78
AR,JTAout,15,2.89
AR,JTAout,16,2.96
AR,JTAout,17,3.08
AR,JTAout,18,3.02
AR,JTAout,19,2.93
AR,JTAout,20,2.80
AR,JTAout,21,2.76
AR,JTAout,22,2.68
AR,JTAout,23,2.77
AR,LPGout,-1,4.95
AR,LPGout,0,5.40
AR,LPGout,1,5.17
AR,LPGout,2,4.16
AR,LPGout,3,3.51
AR,LPGout,4,3.35
AR,LPGout,5,3.65
AR,LPGout,6,3.65
AR,LPGout,7,3.81
AR,LPGout,8,3.89
AR,LPGout,9,4.46
AR,LPGout,10,4.61
AR,LPGout,11,5.32
AR,LPGout,12,5.50
AR,LPGout,13,5.06
AR,LPGout,14,4.29
AR,LPGout,15,3.77
AR,LPGout,16,3.60
AR,LPGout,17,3.73
AR,LPGout,18,3.58
AR,LPGout,19,3.85
AR,LPGout,20,3.89
AR,LPGout,21,4.47
AR,LPGout,22,4.54
AR,LPGout,23,5.24
AR,N2Hout,-1,0.03
AR,N2Hout,0,0.04
AR,N2Hout,1,0.05
AR,N2Hout,2,0.02
AR,N2Hout,3,0.01
AR,N2Hout,4,8.37508405935e-03
AR,N2Hout,5,6.24413759199e-03
AR,N2Hout,6,6.00814557054e-03
AR,N2Hout,7,6.53407452924e-03
AR,N2Hout,8,9.62464941375e-03
AR,N2Hout,9,0.01
AR,N2Hout,10,0.02
AR,N2Hout,11,0.03
AR,N2Hout,12,0.04
AR,N2Hout,13,0.03
AR,N2Hout,14,0.02
AR,N2Hout,15,0.01
AR,N2Hout,16,7.85043917988e-03
AR,N2Hout,17,5.90150584782e-03
AR,N2Hout,18,5.55735902604e-03
AR,N2Hout,19,5.99837569788e-03
AR,N2Hout,20,9.83296918809e-03
AR,N2Hout,21,0.01
AR,N2Hout,22,0.02
AR,N2Hout,23,0.03
AR,N6Iout,-1,0.07
AR,N6Iout,0,0.06
AR,N6Iout,1,0.05
AR,N6Iout,2,0.06
AR,N6Iout,3,0.06
AR,N6Iout,4,0.04
AR,N6Iout,5,0.05
AR,N6Iout,6,0.04
AR,N6Iout,7,0.05
AR,N6Iout,8,0.05
AR,N6Iout,9,0.05
AR,N6Iout,10,0.05
AR,N6Iout,11,0.05
AR,N6Iout,12,0.06
AR,N6Iout,13,0.04
AR,N6Iout,14,0.05
AR,N6Iout,15,0.05
AR,N6Iout,16,0.04
AR,N6Iout,17,0.05
AR,N6Iout,18,0.04
AR,N6Iout,19,0.04
AR,N6Iout,20,0.04
AR,N6Iout,21,0.05
AR,N6Iout,22,0.05
AR,N6Iout,23,0.04
AZ,ASPHout,-1,4.63
AZ,ASPHout,0,3.83
AZ,ASPHout,1,4.15
AZ,ASPHout,2,4.54
AZ,ASPHout,3,5.71
AZ,ASPHout,4,6.93
AZ,ASPHout,5,8.25
AZ,ASPHout,6,8.90
AZ,ASPHout,7,9.16
AZ,ASPHout,8,8.64
AZ,ASPHout,9,7.70
AZ,ASPHout,10,5.70
AZ,ASPHout,11,4.11
AZ,ASPHout,12,4.02
AZ,ASPHout,13,4.20
AZ,ASPHout,14,4.78
AZ,ASPHout,15,5.84
AZ,ASPHout,16,7.18
AZ,ASPHout,17,8.36
AZ,ASPHout,18,9.00
AZ,ASPHout,19,9.22
AZ,ASPHout,20,8.67
AZ,ASPHout,21,7.68
AZ,ASPHout,22,5.73
AZ,ASPHout,23,4.08
AZ,CFGsout,-1,174.99
AZ,CFGsout,0,169.06
AZ,CFGsout,1,167.75
AZ,CFGsout,2,175.60
AZ,CFGsout,3,174.11
AZ,CFGsout,4,179.98
AZ,CFGsout,5,177.09
AZ,CFGsout,6,179.21
AZ,CFGsout,7,180.70
AZ,CFGsout,8,173.94
AZ,CFGsout,9,178.38
AZ,CFGsout,10,174.11
AZ,CFGsout,11,174.86
AZ,CFGsout,12,167.92
AZ,CFGsout,13,166.47
AZ,CFGsout,14,172.51
AZ,CFGsout,15,176.13
AZ,CFGsout,16,177.38
AZ,CFGsout,17,177.87
AZ,CFGsout,18,179.51
AZ,CFGsout,19,180.75
AZ,CFGsout,20,174.17
AZ,CFGsout,21,177.54
AZ,CFGsout,22,174.98
AZ,CFGsout,23,174.84
AZ,COKout,-1,0.00
AZ,COKout,0,0.00
AZ,COKout,1,0.00
AZ,COKout,2,0.00
AZ,COKout,3,0.00
AZ,COKout,4,0.00
AZ,COKout,5,0.00
AZ,COKout,6,0.00
AZ,COKout,7,0.00
AZ,COKout,8,0.00
AZ,COKout,9,0.00
AZ,COKout,10,0.00
AZ,COKout,11,0.00
AZ,COKout,12,0.00
AZ,COKout,13,0.00
AZ,COKout,14,0.00
AZ,COKout,15,0.00
AZ,COKout,16,0.00
AZ,COKout,17,0.00
AZ,COKout,18,0.00
AZ,COKout,19,0.00
AZ,COKout,20,0.00
AZ,COKout,21,0.00
AZ,COKout,22,0.00
AZ,COKout,23,0.00
AZ,DSUout,-1,65.11
AZ,DSUout,0,64.72
AZ,DSUout,1,67.60
AZ,DSUout,2,65.04
AZ,DSUout,3,66.79
AZ,DSUout,4,69.81
AZ,DSUout,5,71.15
AZ,DSUout,6,69.66
AZ,DSUout,7,70.93
AZ,DSUout,8,70.83
AZ,DSUout,9,73.09
AZ,DSUout,10,66.24
AZ,DSUout,11,66.55
AZ,DSUout,12,64.43
AZ,DSUout,13,65.61
AZ,DSUout,14,68.52
AZ,DSUout,15,70.88
AZ,DSUout,16,72.05
AZ,DSUout,17,72.56
AZ,DSUout,18,70.78
AZ,DSUout,19,72.27
AZ,DSUout,20,71.46
AZ,DSUout,21,74.87
AZ,DSUout,22,68.38
AZ,DSUout,23,66.82
AZ,JTAout,-1,11.83
AZ,JTAout,0,10.40
AZ,JTAout,1,10.97
AZ,JTAout,2,11.71
AZ,JTAout,3,11.79
AZ,JTAout,4,12.01
AZ,JTAout,5,12.29
AZ,JTAout,6,12.06
AZ,JTAout,7,11.69
AZ,JTAout,8,11.19
AZ,JTAout,9,11.05
AZ,JTAout,10,10.71
AZ,JTAout,11,11.06
AZ,JTAout,12,10.54
AZ,JTAout,13,10.73
AZ,JTAout,14,11.23
AZ,JTAout,15,11.68
AZ,JTAout,16,11.94
AZ,JTAout,17,12.42
AZ,JTAout,18,12.17
AZ,JTAout,19,11.82
AZ,JTAout,20,11.31
AZ,JTAout,21,11.16
AZ,JTAout,22,10.82
AZ,JTAout,23,11.19
AZ,LPGout,-1,4.03
AZ,LPGout,0,4.40
AZ,LPGout,1,4.21
AZ,LPGout,2,3.39
AZ,LPGout,3,2.86
AZ,LPGout,4,2.73
AZ,LPGout,5,2.97
AZ,LPGout,6,2.97
AZ,LPGout,7,3.11
AZ,LPGout,8,3.17
AZ,LPGout,9,3.63
AZ,LPGout,10,3.76
AZ,LPGout,11,4.33
AZ,LPGout,12,4.48
AZ,LPGout,13,4.12
AZ,LPGout,14,3.50
AZ,LPGout,15,3.07
AZ,LPGout,16,2.93
AZ,LPGout,17,3.03
AZ,LPGout,18,2.91
AZ,LPGout,19,3.13
AZ,LPGout,20,3.17
AZ,LPGout,21,3.64
AZ,LPGout,22,3.69
AZ,LPGout,23,4.27
AZ,N2Hout,-1,0.01
AZ,N2Hout,0,0.02
AZ,N2Hout,1,0.02
AZ,N2Hout,2,0.01
AZ,N2Hout,3,8.06529656592e-03
AZ,N2Hout,4,4.0524683793e-03
AZ,N2Hout,5,3.02136312522e-03
AZ,N2Hout,6,2.90717320212e-03
AZ,N2Hout,7,3.16165548072e-03
AZ,N2Hout,8,4.6570980225e-03
AZ,N2Hout,9,7.37929242534e-03
AZ,N2Hout,10,0.01
AZ,N2Hout,11,0.01
AZ,N2Hout,12,0.02
AZ,N2Hout,13,0.01
AZ,N2Hout,14,0.01
AZ,N2Hout,15,7.2711875907e-03
AZ,N2Hout,16,3.79860743064e-03
AZ,N2Hout,17,2.85557322996e-03
AZ,N2Hout,18,2.68905023112e-03
AZ,N2Hout,19,2.90244583464e-03
AZ,N2Hout,20,4.75789812102e-03
AZ,N2Hout,21,7.04077609422e-03
AZ,N2Hout,22,0.01
AZ,N2Hout,23,0.01
AZ,N6Iout,-1,2.2193792015e-03
AZ,N6Iout,0,2.040105381e-03
AZ,N6Iout,1,1.471699933e-03
AZ,N6Iout,2,1.954679852e-03
AZ,N6Iout,3,2.04666889669162e-03
AZ,N6Iout,4,1.2543427880879e-03
AZ,N6Iout,5,1.62760040039e-03
AZ,N6Iout,6,1.42941916263e-03
AZ,N6Iout,7,1.50804733512e-03
AZ,N6Iout,8,1.53766626021e-03
AZ,N6Iout,9,1.59423203578e-03
AZ,N6Iout,10,1.6197009722e-03
AZ,N6Iout,11,1.57462833682e-03
AZ,N6Iout,12,1.78792263092e-03
AZ,N6Iout,13,1.45259710765e-03
AZ,N6Iout,14,1.56796499582e-03
AZ,N6Iout,15,1.53827269911e-03
AZ,N6Iout,16,1.30212838621e-03
AZ,N6Iout,17,1.53885817469e-03
AZ,N6Iout,18,1.36310394588e-03
AZ,N6Iout,19,1.43625395364e-03
AZ,N6Iout,20,1.43458138018e-03
AZ,N6Iout,21,1.49328541439e-03
AZ,N6Iout,22,1.51938998862e-03
AZ,N6Iout,23,1.45950227552e-03
CA,ASPHout,-1,19.85
CA,ASPHout,0,16.40
CA,ASPHout,1,17.78
CA,ASPHout,2,19.45
CA,ASPHout,3,24.49
CA,ASPHout,4,29.70
CA,ASPHout,5,35.33
CA,ASPHout,6,38.15
CA,ASPHout,7,39.23
CA,ASPHout,8,37.01
CA,ASPHout,9,32.97
CA,ASPHout,10,24.44
CA,ASPHout,11,17.61
CA,ASPHout,12,17.25
CA,ASPHout,13,18.01
CA,ASPHout,14,20.48
CA,ASPHout,15,25.02
CA,ASPHout,16,30.78
CA,ASPHout,17,35.82
CA,ASPHout,18,38.55
CA,ASPHout,19,39.52
CA,ASPHout,20,37.16
CA,ASPHout,21,32.91
CA,ASPHout,22,24.56
CA,ASPHout,23,17.49
CA,CFGsout,-1,976.10
CA,CFGsout,0,943.05
CA,CFGsout,1,935.75
CA,CFGsout,2,979.53
CA,CFGsout,3,971.22
CA,CFGsout,4,1003.93
CA,CFGsout,5,987.82
CA,CFGsout,6,999.63
CA,CFGsout,7,1007.98
CA,CFGsout,8,970.28
CA,CFGsout,9,995.03
CA,CFGsout,10,971.21
CA,CFGsout,11,975.41
CA,CFGsout,12,936.67
CA,CFGsout,13,928.58
CA,CFGsout,14,962.26
CA,CFGsout,15,982.49
CA,CFGsout,16,989.43
CA,CFGsout,17,992.17
CA,CFGsout,18,1001.35
CA,CFGsout,19,1008.22
CA,CFGsout,20,971.55
CA,CFGsout,21,990.37
CA,CFGsout,22,976.04
CA,CFGsout,23,975.31
CA,COKout,-1,21.73
CA,COKout,0,30.88
CA,COKout,1,19.29
CA,COKout,2,30.37
CA,COKout,3,25.87
CA,COKout,4,28.77
CA,COKout,5,30.13
CA,COKout,6,28.72
CA,COKout,7,31.94
CA,COKout,8,29.80
CA,COKout,9,25.98
CA,COKout,10,29.40
CA,COKout,11,28.02
CA,COKout,12,27.15
CA,COKout,13,24.15
CA,COKout,14,24.25
CA,COKout,15,25.04
CA,COKout,16,27.36
CA,COKout,17,29.41
CA,COKout,18,28.28
CA,COKout,19,31.64
CA,COKout,20,29.58
CA,COKout,21,25.83
CA,COKout,22,29.29
CA,COKout,23,27.94
CA,DSUout,-1,235.91
CA,DSUout,0,234.49
CA,DSUout,1,244.95
CA,DSUout,2,235.67
CA,DSUout,3,242.01
CA,DSUout,4,252.94
CA,DSUout,5,257.80
CA,DSUout,6,252.42
CA,DSUout,7,257.00
CA,DSUout,8,256.65
CA,DSUout,9,264.85
CA,DSUout,10,240.02
CA,DSUout,11,241.13
CA,DSUout,12,233.46
CA,DSUout,13,237.74
CA,DSUout,14,248.28
CA,DSUout,15,256.84
CA,DSUout,16,261.08
CA,DSUout,17,262.91
CA,DSUout,18,256.45
CA,DSUout,19,261.88
CA,DSUout,20,258.95
CA,DSUout,21,271.29
CA,DSUout,22,247.78
CA,DSUout,23,242.11
CA,JTAout,-1,291.58
CA,JTAout,0,256.24
CA,JTAout,1,270.29
CA,JTAout,2,288.51
CA,JTAout,3,290.60
CA,JTAout,4,295.89
CA,JTAout,5,302.84
CA,JTAout,6,297.14
CA,JTAout,7,287.94
CA,JTAout,8,275.72
CA,JTAout,9,272.21
CA,JTAout,10,263.90
CA,JTAout,11,272.65
CA,JTAout,12,259.61
CA,JTAout,13,264.31
CA,JTAout,14,276.81
CA,JTAout,15,287.88
CA,JTAout,16,294.22
CA,JTAout,17,306.11
CA,JTAout,18,299.93
CA,JTAout,19,291.20
CA,JTAout,20,278.60
CA,JTAout,21,275.00
CA,JTAout,22,266.72
CA,JTAout,23,275.85
CA,LPGout,-1,32.77
CA,LPGout,0,35.75
CA,LPGout,1,34.25
CA,LPGout,2,27.56
CA,LPGout,3,23.27
CA,LPGout,4,22.18
CA,LPGout,5,24.18
CA,LPGout,6,24.19
CA,LPGout,7,25.26
CA,LPGout,8,25.80
